"state","violation_raw","violation","violation_clean"
"WY","INSUFFICIENT TIEDOWNS PER STACK CARS","INSUFFICIENT TIEDOWNS PER STACK CARS","Equipment"
"WY","INSUFFICIENT TIEDOWNS; W/ HEADERBD OR BLOCKING","INSUFFICIENT TIEDOWNS; W/ HEADERBD OR BLOCKING","Equipment"
"WY","INSUFFICIENT TIEDOWNS; W/O HEADERBD OR BLOCKING","INSUFFICIENT TIEDOWNS; W/O HEADERBD OR BLOCKING","Equipment"
"WY","INTERFERE W/ PEACE OFFICER","INTERFERE W/ PEACE OFFICER","Other"
"WY","INTERFERE WITH AN EMERGENCY CALL","INTERFERE WITH AN EMERGENCY CALL","Other"
"WY","INTERMEDIATE MOTORCYCLE PERMIT: NO PASSENGER","INTERMEDIATE MOTORCYCLE PERMIT: NO PASSENGER","License"
"WY","INTERMEDIATE PERMIT: 1 PASSENGER UND 18 YRS","INTERMEDIATE PERMIT: 1 PASSENGER UND 18 YRS","License"
"WY","INTERMEDIATE PERMIT: 1 PASSNGR UND 18 YRS","INTERMEDIATE PERMIT: 1 PASSNGR UND 18 YRS","Paperwork"
"WY","INTERMEDIATE PERMIT: PUB HWY BETWEEN 5AM & 11PM","INTERMEDIATE PERMIT: PUB HWY BETWEEN 5AM & 11PM","Paperwork"
"WY","INTERMEDIATE PERMIT: W/O LIC'D DRIVER AT LEAST 18 YRS","INTERMEDIATE PERMIT: W/O LIC'D DRIVER AT LEAST 18 YRS","License"
"WY","INTERSTATE DRIVER UND 21 YRS OF AGE","INTERSTATE DRIVER UND 21 YRS OF AGE","License"
"WY","INTRASTATE REGIS OPERATION","INTRASTATE REGIS OPERATION","Paperwork"
"WY","KNOTTED TIEDOWN","KNOTTED TIEDOWN","Equipment"
"WY","LAMP NOT STEADY BURNING","LAMP NOT STEADY BURNING","Lights"
"WY","LAMPS ARE NOT VISIBLE AS REQ'D","LAMPS ARE NOT VISIBLE AS REQ'D","Lights"
"WY","LAMPS ON PROJECTING LOADS","LAMPS ON PROJECTING LOADS","Lights"
"WY","LARCENY - $1000 OR MORE","LARCENY - $1000 OR MORE","Other"
"WY","LARCENY - UND $1000","LARCENY - UND $1000","Other"
"WY","LARCENY BY BAILEE - $1000 OR MORE","LARCENY BY BAILEE - $1000 OR MORE","Other"
"WY","LARCENY BY BAILEE - UND $1000","LARCENY BY BAILEE - UND $1000","Other"
"WY","LARGE OR ODD-SHAPED CARGO NOT ADEQUATELY SECURED","LARGE OR ODD-SHAPED CARGO NOT ADEQUATELY SECURED","Equipment"
"WY","LEAF SPRING ASSEMBLY DEFECTIVE OR MISSING","LEAF SPRING ASSEMBLY DEFECTIVE OR MISSING","Equipment"
"WY","LEAKING, SPILLING, BLOWING, FALLING CARGO","LEAKING, SPILLING, BLOWING, FALLING CARGO","Equipment"
"WY","LEAVE SCENE OF ACCIDENT RESULTING IN INJURY OR DEATH","LEAVE SCENE OF ACCIDENT RESULTING IN INJURY OR DEATH","Other"
"WY","LEAVE SCENE OF ACCIDENT: DAMAGE TO ATTENDED VEH OR PROP","LEAVE SCENE OF ACCIDENT: DAMAGE TO ATTENDED VEH OR PROP","Other"
"WY","LEAVE VEH UNATTENDED","LEAVE VEH UNATTENDED","Other"
"WY","LEFT SIDE MIRROR REQ'D","LEFT SIDE MIRROR REQ'D","Equipment"
"WY","LEFT SIDE MIRROR REQ`D","LEFT SIDE MIRROR REQ`D","Equipment"
"WY","LIC PLATES FOR NONRESIDENT","LIC PLATES FOR NONRESIDENT","License"
"WY","LIGHTING RESTRICTIONS","LIGHTING RESTRICTIONS","Other"
"WY","LITTERING","LITTERING","Other"
"WY","LIVESTOCK BOARD (INSPECTION CATCH-ALL)","LIVESTOCK BOARD (INSPECTION CATCH-ALL)","Other"
"WY","LOAD ON VEH","LOAD ON VEH","Equipment"
"WY","LOAD ON VEH; PREVENT LOAD FROM FALLING","LOAD ON VEH; PREVENT LOAD FROM FALLING","Equipment"
"WY","LOAD ON VEHICLE; PREVENT LOAD FROM FALLING","LOAD ON VEHICLE; PREVENT LOAD FROM FALLING","Equipment"
"WY","LOCAL LAWS (GEN)","LOCAL LAWS (GEN)","Other"
"WY","LOG VIOLATION (GEN/FORM & MANNER)","LOG VIOLATION (GEN/FORM & MANNER)","Truck"
"WY","LOOSE STEERING COLUMN","LOOSE STEERING COLUMN","Equipment"
"WY","LOOSE, UNFASTENED TIEDOWN","LOOSE, UNFASTENED TIEDOWN","Equipment"
"WY","LOWER CORNERS NOT ON VEH OR STRUCTURE","LOWER CORNERS NOT ON VEH OR STRUCTURE","Other"
"WY","LVSTK AT LARGE ON PUB HWYS; PENALTY","LVSTK AT LARGE ON PUB HWYS; PENALTY","Other"
"WY","MAKE WRITING THAT PURPORTS TO BE ANOTHER'S","MAKE WRITING THAT PURPORTS TO BE ANOTHER'S","Other"
"WY","MANUAL SLACK ADJ ON TRLR","MANUAL SLACK ADJ ON TRLR","Equipment"
"WY","MANUFAC OR DLVR CONTR SUBST - SCH I, II OR III","MANUFAC OR DLVR CONTR SUBST - SCH I, II OR III","Other"
"WY","MANUFAC OR DLVR CONTR SUBST - SCH IV","MANUFAC OR DLVR CONTR SUBST - SCH IV","Equipment"
"WY","MANUFAC OR DLVR CONTR SUBST - SCH V","MANUFAC OR DLVR CONTR SUBST - SCH V","Other"
"WY","MANUFAC OR DLVR METH OR NARC CONTR SUBST - SCH I OR II","MANUFAC OR DLVR METH OR NARC CONTR SUBST - SCH I OR II","Other"
"WY","MANUFAC UNAUTHORIZED CONTR SUBST","MANUFAC UNAUTHORIZED CONTR SUBST","Other"
"WY","MATERIAL DROPPED OR THROWN UPON HIGHWAY","MATERIAL DROPPED OR THROWN UPON HIGHWAY","Other"
"WY","MATERIAL DROPPED OR THROWN UPON HWY","MATERIAL DROPPED OR THROWN UPON HWY","Other"
"WY","MC306 INTERNAL VALVES","MC306 INTERNAL VALVES","Equipment"
"WY","MC307 REMOTE CONTR SHUTOFF","MC307 REMOTE CONTR SHUTOFF","Other"
"WY","MEET OR PASS STOPPED SCHOOL BUS - 1ST OFFENSE","MEET OR PASS STOPPED SCHOOL BUS - 1ST OFFENSE","Safe movement"
"WY","MEET OR PASS STOPPED SCHOOL BUS","MEET OR PASS STOPPED SCHOOL BUS","Safe movement"
"WY","MERGE INTO FARTHEST LANE WHEN EMERGENCY VEH PRESENT ON INTER","MERGE INTO FARTHEST LANE WHEN EMERGENCY VEH PRESENT ON INTER","Safe movement"
"WY","METAL TIRE IN CONTACT W/ HWY","METAL TIRE IN CONTACT W/ HWY","Equipment"
"WY","METAL TIRE IN CONTACT WITH HIGHWAY","METAL TIRE IN CONTACT WITH HIGHWAY","Equipment"
"WY","METAL TIRE PROHIB'D","METAL TIRE PROHIB'D","Equipment"
"WY","METAL TIRE PROHIB`D","METAL TIRE PROHIB`D","Equipment"
"WY","METAL TIRES W/ PROJECTIONS; LUGS & CLEATS","METAL TIRES W/ PROJECTIONS; LUGS & CLEATS","Equipment"
"WY","MINOR CONSUME ALCOHOL","MINOR CONSUME ALCOHOL","Other"
"WY","MINOR HAVE MEASURABLE ALCOHOL IN BODY","MINOR HAVE MEASURABLE ALCOHOL IN BODY","Other"
"WY","MINOR POSSESS ALCOHOL","MINOR POSSESS ALCOHOL","Other"
"WY","MINOR W/O HELMET OPERATE MOTORCYCLE","MINOR W/O HELMET OPERATE MOTORCYCLE","Equipment"
"WY","MIS-MATCHED BRAKE CHAMBERS ON SAME AXLE","MIS-MATCHED BRAKE CHAMBERS ON SAME AXLE","Truck"
"WY","MIS-MATCHED SLACK ADJUSTER EFFECTIVE LENGTH","MIS-MATCHED SLACK ADJUSTER EFFECTIVE LENGTH","Equipment"
"WY","MISCELLANEOUS VIOLATION OF COMM'N ORD","MISCELLANEOUS VIOLATION OF COMM'N ORD","Other"
"WY","MISUSE DEMO OR FULL USE PLATES","MISUSE DEMO OR FULL USE PLATES","Other"
"WY","MOBILE MACHINERY: DECALS FOR RENTED OR LEASED","MOBILE MACHINERY: DECALS FOR RENTED OR LEASED","Other"
"WY","MOBILE MACHINERY: OPERATE W/O REGIS","MOBILE MACHINERY: OPERATE W/O REGIS","Registration/plates"
"WY","MOBILE MACHINERY: PERMIT NOT PROPERLY DISPLAYED","MOBILE MACHINERY: PERMIT NOT PROPERLY DISPLAYED","Registration/plates"
"WY","MOBILE MACHINERY: PERMIT REQ'D","MOBILE MACHINERY: PERMIT REQ'D","Paperwork"
"WY","MOBILE MACHINERY: PERMIT REQUIRED","MOBILE MACHINERY: PERMIT REQUIRED","Paperwork"
"WY","MORE THAN 1 DRIVER'S LIC","MORE THAN 1 DRIVER'S LIC","License"
"WY","MORE THAN 1 DRIVER`S LIC","MORE THAN 1 DRIVER`S LIC","License"
"WY","MOTORCADE OR CARAVAN LEAVE SUFFICIENT SPACE","MOTORCADE OR CARAVAN LEAVE SUFFICIENT SPACE","Other"
"WY","MOTORCYCLE HEADLAMPS ACTIVATED","MOTORCYCLE HEADLAMPS ACTIVATED","Lights"
"WY","MOTORCYCLE INSTRUCTION PERMIT: NO PASSENGER","MOTORCYCLE INSTRUCTION PERMIT: NO PASSENGER","Paperwork"
"WY","MOTORCYCLE: RIDE ON DESIGNATED SEAT","MOTORCYCLE: RIDE ON DESIGNATED SEAT","Other"
"WY","MOTORCYCLE: RIDE ON DESIGNED SEAT","MOTORCYCLE: RIDE ON DESIGNED SEAT","Other"
"WY","MOVE OVER LAW - FAIL TO CHANGE LANES AND SLOW","MOVE OVER LAW - FAIL TO CHANGE LANES AND SLOW","Moving violation"
"WY","MOVE VEH INTO PROHIB`D AREA","MOVE VEH INTO PROHIB`D AREA","Other"
"WY","MUFFLER REQ'D","MUFFLER REQ'D","Equipment"
"WY","MUFFLER REQ`D","MUFFLER REQ`D","Equipment"
"WY","MULTIPLE BEAM LAMPS: APPROACH FROM REAR","MULTIPLE BEAM LAMPS: APPROACH FROM REAR","Lights"
"WY","MULTIPLE BEAM LAMPS: ON-COMING VEH","MULTIPLE BEAM LAMPS: ON-COMING VEH","Lights"
"WY","MULTIPLE BEAM LAMPS:APPROACH FROM REAR","MULTIPLE BEAM LAMPS:APPROACH FROM REAR","Lights"
"WY","MUST HAVE KNOWLEDGE OF & COMPLY W/ REGS","MUST HAVE KNOWLEDGE OF & COMPLY W/ REGS","Other"
"WY","NA","NA","NA"
"WY","NATIONAL CRIME INFO CENTER HIT (NCIC)","NATIONAL CRIME INFO CENTER HIT (NCIC)","Other"
"WY","NCIC HIT","NCIC HIT","Other"
"WY","NO AUTHORITY IN VEH","NO AUTHORITY IN VEH","Other"
"WY","NO AUTHORITY IN VEHICLE","NO AUTHORITY IN VEHICLE","Other"
"WY","NO BILL OF LADING FOR CONTRACT MOTOR CARRIER","NO BILL OF LADING FOR CONTRACT MOTOR CARRIER","Paperwork"
"WY","NO BRAKES AS REQ'D","NO BRAKES AS REQ'D","Equipment"
"WY","NO COMBINATION OF MORE THAN 3 SINGLE VEHICLES (DAYTIME)","NO COMBINATION OF MORE THAN 3 SINGLE VEHICLES (DAYTIME)","Other"
"WY","NO COMBINATION OF MORE THAN 3 SINGLE VEHICLES (NIGHTTIME)","NO COMBINATION OF MORE THAN 3 SINGLE VEHICLES (NIGHTTIME)","Other"
"WY","NO COPY OF CERT OF REGIS","NO COPY OF CERT OF REGIS","Paperwork"
"WY","NO COPY OF U.S. DOT HM REGIS NO.","NO COPY OF U.S. DOT HM REGIS NO.","Registration/plates"
"WY","NO DISPLAY OF NAME OF MOTOR CARRIER","NO DISPLAY OF NAME OF MOTOR CARRIER","Registration/plates"
"WY","NO DOUBLE/TRIPLE TRAILER ENDORSEMT ON CDL","NO DOUBLE/TRIPLE TRAILER ENDORSEMT ON CDL","Equipment"
"WY","NO DRIVER'S RECORD OF DUTY STATUS","NO DRIVER'S RECORD OF DUTY STATUS","Paperwork"
"WY","NO EDGE PROTECTION FOR TIEDOWNS","NO EDGE PROTECTION FOR TIEDOWNS","Equipment"
"WY","NO HAZARDOUS MATERIALS ENDORSEMT ON CDL","NO HAZARDOUS MATERIALS ENDORSEMT ON CDL","Equipment"
"WY","NO MEDICAL CERT IN DRIVER'S POSSESSION","NO MEDICAL CERT IN DRIVER'S POSSESSION","Paperwork"
"WY","NO OFFENSE OCCURRED","NO OFFENSE OCCURRED","NA"
"WY","NO OR DEFECTIVE AIR SUSPENSION EXHAUST CONTR","NO OR DEFECTIVE AIR SUSPENSION EXHAUST CONTR","Equipment"
"WY","NO OR DEFECTIVE AUTOMATIC TRAILER BRAKE","NO OR DEFECTIVE AUTOMATIC TRAILER BRAKE","Equipment"
"WY","NO OR DEFECTIVE BRAKE WARNING DEVICE","NO OR DEFECTIVE BRAKE WARNING DEVICE","Equipment"
"WY","NO OR DEFECTIVE LIGHTING DEVICES, REF, PROJECTED","NO OR DEFECTIVE LIGHTING DEVICES, REF, PROJECTED","Lights"
"WY","NO OR DEFECTIVE PRK'G BRAKE SYSTEM ON CMV","NO OR DEFECTIVE PRK'G BRAKE SYSTEM ON CMV","Equipment"
"WY","NO OR DEFECTIVE REAR VISION MIRROR","NO OR DEFECTIVE REAR VISION MIRROR","Equipment"
"WY","NO OR IMPROPER BREAKAWAY OR EMERGENCY BRAKING","NO OR IMPROPER BREAKAWAY OR EMERGENCY BRAKING","Safe movement"
"WY","NO OR IMPROPER HEAVY VEH MACHINE SECUREMT","NO OR IMPROPER HEAVY VEH MACHINE SECUREMT","Equipment"
"WY","NO OR IMPROPER LOAD SECUREMT","NO OR IMPROPER LOAD SECUREMT","Equipment"
"WY","NO OR IMPROPER SAFETY CHAINS, CABLES FOR FULL TRAILER","NO OR IMPROPER SAFETY CHAINS, CABLES FOR FULL TRAILER","Equipment"
"WY","NO OR IMPROPER SAFETY CHAINS, CABLES FOR TOWBAR","NO OR IMPROPER SAFETY CHAINS, CABLES FOR TOWBAR","Equipment"
"WY","NO OR IMPROPER SECUREMT OF CRUSHED VEHS","NO OR IMPROPER SECUREMT OF CRUSHED VEHS","Equipment"
"WY","NO OR IMPROPER SECUREMT OF ROLL/HOOK CONTAINER","NO OR IMPROPER SECUREMT OF ROLL/HOOK CONTAINER","Equipment"
"WY","NO OR IMPROPER SECUREMT OF VEHS","NO OR IMPROPER SECUREMT OF VEHS","Equipment"
"WY","NO OR IMPROPER TRACTOR PROTECTION VALVE","NO OR IMPROPER TRACTOR PROTECTION VALVE","Equipment"
"WY","NO OR INSUFFICIENT WARNING DEVICES","NO OR INSUFFICIENT WARNING DEVICES","Equipment"
"WY","NO OR INVALID DRIVER'S LIC CMV","NO OR INVALID DRIVER'S LIC CMV","License"
"WY","NO PASSENGER VEH ENDORSEMT ON CDL","NO PASSENGER VEH ENDORSEMT ON CDL","Other"
"WY","NO PASSING ZONE: PASSING","NO PASSING ZONE: PASSING","Safe movement"
"WY","NO PASSING ZONES: OBEY SIGNS, MARKINGS","NO PASSING ZONES: OBEY SIGNS, MARKINGS","Safe movement"
"WY","NO PASSING ZONES: OBEY SIGNS, MRKINGS","NO PASSING ZONES: OBEY SIGNS, MRKINGS","Stop sign/light"
"WY","NO PERMIT- GASOLINE","NO PERMIT- GASOLINE","Paperwork"
"WY","NO PERMIT: DIESEL","NO PERMIT: DIESEL","Paperwork"
"WY","NO PLACARDS, MRK'GS WHEN REQ'D","NO PLACARDS, MRK'GS WHEN REQ'D","Registration/plates"
"WY","NO PRETRIP INSPECTION","NO PRETRIP INSPECTION","Paperwork"
"WY","NO PROOF OF FINANCIAL RESPONSIBILITY - FREIGHT","NO PROOF OF FINANCIAL RESPONSIBILITY - FREIGHT","Paperwork"
"WY","NO PROOF OF FINANCIAL RESPONSIBILITY - PASSESNGER","NO PROOF OF FINANCIAL RESPONSIBILITY - PASSESNGER","Paperwork"
"WY","NO REGISTRATION AND IMPROPER DISPLAY OF TABS","NO REGISTRATION AND IMPROPER DISPLAY OF TABS","Registration/plates"
"WY","NO SEAL FOR TYPE A RAM PKG","NO SEAL FOR TYPE A RAM PKG","Paperwork"
"WY","NO SHIPPING NAME OR ID NO. ON NON-BULK","NO SHIPPING NAME OR ID NO. ON NON-BULK","Paperwork"
"WY","NO SHIPPING PAPER PROVIDED BY OFFEROR","NO SHIPPING PAPER PROVIDED BY OFFEROR","Paperwork"
"WY","NO SHIPPING PAPERS (CARRIER)","NO SHIPPING PAPERS (CARRIER)","Paperwork"
"WY","NO SINGLE VEHICLE SHALL HAVE LENGTH IN EXCESS OF 60 FT (DAYT","NO SINGLE VEHICLE SHALL HAVE LENGTH IN EXCESS OF 60 FT (DAYT","Truck"
"WY","NO SINGLE VEHICLE SHALL HAVE LENGTH IN EXCESS OF 60 FT (NIGH","NO SINGLE VEHICLE SHALL HAVE LENGTH IN EXCESS OF 60 FT (NIGH","Truck"
"WY","NO TANK VEH ENDORSEMT ON CDL","NO TANK VEH ENDORSEMT ON CDL","Equipment"
"WY","NO TEXTING WHILE DRIVING CMV","NO TEXTING WHILE DRIVING CMV","Cell phone"
"WY","NO TV RECEIVER VISIBLE FROM DRIVER'S SEAT","NO TV RECEIVER VISIBLE FROM DRIVER'S SEAT","Equipment"
"WY","NO TV RECEIVER VISIBLE FROM DRIVER`S SEAT","NO TV RECEIVER VISIBLE FROM DRIVER`S SEAT","Other"
"WY","NO U-TURN ON CURVE OR CREST","NO U-TURN ON CURVE OR CREST","Safe movement"
"WY","NO U-TURN UNLESS SAFE","NO U-TURN UNLESS SAFE","Safe movement"
"WY","NO VALID DRIVERS LICENSE","NO VALID DRIVERS LICENSE","License"
"WY","NO VALID MEDICAL WAIVER IN DRIVER'S POSSESSION","NO VALID MEDICAL WAIVER IN DRIVER'S POSSESSION","Paperwork"
"WY","NO, DISCHARGED, OR UNSECURED FIRE EXTINGUISHER","NO, DISCHARGED, OR UNSECURED FIRE EXTINGUISHER","Equipment"
"WY","NO. OF DRIVING LAMPS","NO. OF DRIVING LAMPS","Lights"
"WY","NON-COMPLIANT HEADLAMP","NON-COMPLIANT HEADLAMP","Lights"
"WY","NON-ENGLISH SPEAKING DRIVER","NON-ENGLISH SPEAKING DRIVER","NA"
"WY","NOT LIC'D FOR TYPE VEH BEING OPERATED","NOT LIC'D FOR TYPE VEH BEING OPERATED","License"
"WY","NOT MRK'D IN ACCORDANCE W/ REGS","NOT MRK'D IN ACCORDANCE W/ REGS","Registration/plates"
"WY","NOTIFY DOT OF CHANGE OF ADDRESS OR NAME","NOTIFY DOT OF CHANGE OF ADDRESS OR NAME","Paperwork"
"WY","OBEY TRAFFIC CONTR DEVICE","OBEY TRAFFIC CONTR DEVICE","Stop sign/light"
"WY","OBEY TRAFFIC CONTROL DEVICE","OBEY TRAFFIC CONTROL DEVICE","Safe movement"
"WY","OBTAIN CONTR SUBST BY FRAUD - MISDEMEANOR","OBTAIN CONTR SUBST BY FRAUD - MISDEMEANOR","Other"
"WY","OCCUPANT:REPORT ACCIDENT IF DRIVER INCAPABLE","OCCUPANT:REPORT ACCIDENT IF DRIVER INCAPABLE","Other"
"WY","OFF-RD RECREATION VEH LIMITATION ON USE","OFF-RD RECREATION VEH LIMITATION ON USE","Other"
"WY","OIL &/OR GREASE LEAK","OIL &/OR GREASE LEAK","Equipment"
"WY","OIL SOAKED BRAKE LININGS","OIL SOAKED BRAKE LININGS","Equipment"
"WY","ON-BD RECORDING DEVICE: INFO NOT AVAILABLE","ON-BD RECORDING DEVICE: INFO NOT AVAILABLE","Other"
"WY","ON-BD RECORDING DEVICE: INFO REQMTS NOT MET","ON-BD RECORDING DEVICE: INFO REQMTS NOT MET","Lights"
"WY","ONE-WAY RDWY & ROTARY TRAFFIC","ONE-WAY RDWY & ROTARY TRAFFIC","Safe movement"
"WY","OPEN CONTAINER ALCHL:MOVING VEH","OPEN CONTAINER ALCHL:MOVING VEH","Other"
"WY","OPEN CONTAINER ALHL/MOVING VEH- 2ND OFFENSE W.I 1 YR","OPEN CONTAINER ALHL/MOVING VEH- 2ND OFFENSE W.I 1 YR","Other"
"WY","OPEN CONTNR ALCHL/MOVING VEH - 1ST OFF","OPEN CONTNR ALCHL/MOVING VEH - 1ST OFF","Other"
"WY","OPER IN VIOL FMCSA OOS ORDER FOR NOT ALLOWING SAFETY AUDIT","OPER IN VIOL FMCSA OOS ORDER FOR NOT ALLOWING SAFETY AUDIT","Other"
"WY","OPERATE A CMV W/ IMPROPER CDL GROUP","OPERATE A CMV W/ IMPROPER CDL GROUP","Paperwork"
"WY","OPERATE A CMV W/O A CDL","OPERATE A CMV W/O A CDL","Paperwork"
"WY","OPERATE A CMV W/O PERIODIC INSPECTION","OPERATE A CMV W/O PERIODIC INSPECTION","Truck"
"WY","OPERATE A CMV WHILE ILL, FATIGUED","OPERATE A CMV WHILE ILL, FATIGUED","Safe movement"
"WY","OPERATE AN OUT OF SERVICE VEH","OPERATE AN OUT OF SERVICE VEH","Equipment"
"WY","OPERATE BEYOND SCOPE OF OPERATING AUTHOR – PROVID PROHIB SEV","OPERATE BEYOND SCOPE OF OPERATING AUTHOR – PROVID PROHIB SEV","Other"
"WY","OPERATE BEYOND SCOPE OF OPERATING AUTHORITY","OPERATE BEYOND SCOPE OF OPERATING AUTHORITY","Paperwork"
"WY","OPERATE CMV W/ LAMPS, REFLECTORS OBSCURED","OPERATE CMV W/ LAMPS, REFLECTORS OBSCURED","Lights"
"WY","OPERATE MOTOR VEH W/ UNSAFE TREAD","OPERATE MOTOR VEH W/ UNSAFE TREAD","Equipment"
"WY","OPERATE MOTOR VEH W/UNSAFE TREAD","OPERATE MOTOR VEH W/UNSAFE TREAD","Equipment"
"WY","OPERATE ON INTERSTATE ON/AFT OOS ORD DATE","OPERATE ON INTERSTATE ON/AFT OOS ORD DATE","Paperwork"
"WY","OPERATE ON LEARNER'S PERMIT W/O CDL HOLDER","OPERATE ON LEARNER'S PERMIT W/O CDL HOLDER","License"
"WY","OPERATE ON LEARNER'S PERMIT W/O VALID DRIVER'S LIC","OPERATE ON LEARNER'S PERMIT W/O VALID DRIVER'S LIC","License"
"WY","OPERATE VEH W/ ALTERED, MUTILATED OR OBSCURED LIC PLATES","OPERATE VEH W/ ALTERED, MUTILATED OR OBSCURED LIC PLATES","Registration/plates"
"WY","OPERATE VEH W/ IMPROPER EQUIPMT","OPERATE VEH W/ IMPROPER EQUIPMT","Equipment"
"WY","OPERATE VEH W/O REGISTRATION NON-RESIDENT","OPERATE VEH W/O REGISTRATION NON-RESIDENT","Registration/plates"
"WY","OPERATE VEHICLE WITH ALTERED OR MUTILATED LICENSE PLATES","OPERATE VEHICLE WITH ALTERED OR MUTILATED LICENSE PLATES","Registration/plates"
"WY","OPERATE W/O PERMISSION, PERMIT (DAYTIME)","OPERATE W/O PERMISSION, PERMIT (DAYTIME)","Paperwork"
"WY","OPERATE W/O PERMISSION, PERMIT (NIGHTTIME)","OPERATE W/O PERMISSION, PERMIT (NIGHTTIME)","Paperwork"
"WY","OPERATE W/O REQ OPERATING AUTHOR","OPERATE W/O REQ OPERATING AUTHOR","Paperwork"
"WY","OPERATE WHILE CARRYING ITEM THAT OBSTRCTS VISN/BOTH HANDS","OPERATE WHILE CARRYING ITEM THAT OBSTRCTS VISN/BOTH HANDS","Cell phone"
"WY","OPERATE WHILE CARRYING ITEM THAT OBSTRUCTS VISION; BOTH HAND","OPERATE WHILE CARRYING ITEM THAT OBSTRUCTS VISION; BOTH HAND","Cell phone"
"WY","OPERATE WITHOUT PERMISSION; PERMIT","OPERATE WITHOUT PERMISSION; PERMIT","Paperwork"
"WY","OPERATION OF OFF-ROAD VEH ON PUBLIC ROADS/ DRIVERS LIC REQ","OPERATION OF OFF-ROAD VEH ON PUBLIC ROADS/ DRIVERS LIC REQ","License"
"WY","OTHER COMBO VEH MAX LENGTH - 85 FT (NIGHTTIME)","OTHER COMBO VEH MAX LENGTH - 85 FT (NIGHTTIME)","Truck"
"WY","OVERSIZE VEH SIGN & WARNING LIGHTS REQ'D (DAYTIME)","OVERSIZE VEH SIGN & WARNING LIGHTS REQ'D (DAYTIME)","Equipment"
"WY","OVERSIZE VEH SIGN & WARNING LIGHTS REQ'D (NIGHTTIME)","OVERSIZE VEH SIGN & WARNING LIGHTS REQ'D (NIGHTTIME)","Lights"
"WY","OVERSIZE VEHICLE SIGN & WARNING LIGHTS REQUIRED","OVERSIZE VEHICLE SIGN & WARNING LIGHTS REQUIRED","Lights"
"WY","OVERTAKE & PASS IN SAME DIRECTION","OVERTAKE & PASS IN SAME DIRECTION","Safe movement"
"WY","OVERTAKE ON RIGHT: DRIVE OFF ROADWAY","OVERTAKE ON RIGHT: DRIVE OFF ROADWAY","Safe movement"
"WY","OVERTAKE ON RT: DRIVE OFF RDWAY","OVERTAKE ON RT: DRIVE OFF RDWAY","Safe movement"
"WY","OVERTAKE ON RT: VEH MAKING LEFT TURN","OVERTAKE ON RT: VEH MAKING LEFT TURN","Safe movement"
"WY","OWNER PROHIBITED FROM PERMITTING VEHICLE USE CONTRARY TO LAW","OWNER PROHIBITED FROM PERMITTING VEHICLE USE CONTRARY TO LAW","Paperwork"
"WY","PARK ON HIGHWAY","PARK ON HIGHWAY","Other"
"WY","PASS ON CREST OF HILL","PASS ON CREST OF HILL","Safe movement"
"WY","PASS VEH ON LEFT","PASS VEH ON LEFT","Safe movement"
"WY","PASS VEHICLE IN SAME LANE","PASS VEHICLE IN SAME LANE","Safe movement"
"WY","PASS VEHICLE ON LEFT","PASS VEHICLE ON LEFT","Other"
"WY","PASS W/I 100 FT OF INTERSECTION OR RR CROSSING","PASS W/I 100 FT OF INTERSECTION OR RR CROSSING","Safe movement"
"WY","PASS WHEN FREE FROM TRAFFIC","PASS WHEN FREE FROM TRAFFIC","Safe movement"
"WY","PASS WITHIN 100 FT OF BRIDGE, VIADUCT OR TUNNEL","PASS WITHIN 100 FT OF BRIDGE, VIADUCT OR TUNNEL","Safe movement"
"WY","PASSENGER INTERFERE W/ DRIVER'S VIEW OR CONTR","PASSENGER INTERFERE W/ DRIVER'S VIEW OR CONTR","Other"
"WY","PASSENGER INTERFERE WITH DRIVER`S VIEW OR CONTROL","PASSENGER INTERFERE WITH DRIVER`S VIEW OR CONTROL","Other"
"WY","PASSENGER: 10 HR RULE VIOLATION","PASSENGER: 10 HR RULE VIOLATION","Other"
"WY","PASSENGER: 60/70 HR RULE VIOLATION","PASSENGER: 60/70 HR RULE VIOLATION","Truck"
"WY","PEDESTRIAN RT OF WAY IN CROSSWALK","PEDESTRIAN RT OF WAY IN CROSSWALK","Other"
"WY","PEDESTRIAN RT OF WAY IN SCHOOL CROSSWALK","PEDESTRIAN RT OF WAY IN SCHOOL CROSSWALK","Other"
"WY","PEDESTRIAN UND INFLU OF ALCOHOL OR CONTR SUBST","PEDESTRIAN UND INFLU OF ALCOHOL OR CONTR SUBST","Other"
"WY","PEDESTRIAN: CONTR SIGNALS FLASHING OR STEADY WALK","PEDESTRIAN: CONTR SIGNALS FLASHING OR STEADY WALK","Other"
"WY","PERMIT ANY UNLAWFUL USE OF A DRIVER`S LICENSE","PERMIT ANY UNLAWFUL USE OF A DRIVER`S LICENSE","License"
"WY","PERMIT UNLAWFUL USE OF DRIVER`S LIC","PERMIT UNLAWFUL USE OF DRIVER`S LIC","License"
"WY","PERMIT UNLIC'D PERSON TO DRIVE","PERMIT UNLIC'D PERSON TO DRIVE","License"
"WY","PERMIT UNLIC`D PERSON TO DRIVE","PERMIT UNLIC`D PERSON TO DRIVE","License"
"WY","PKG NOT LOADED ACCORDING TO ORIENTATION MRKS","PKG NOT LOADED ACCORDING TO ORIENTATION MRKS","Other"
"WY","PKG NOT SECURE IN VEH","PKG NOT SECURE IN VEH","Other"
